,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,PK,PKatt,Team
3,2023-06-20,19:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,ge Georgia,,,51.0,50062.0,Andrew Robertson,5-3-2,István Vad II,Match Report,,14.0,3.0,,0,0,Scotland
4,2023-09-08,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,3,0,cy Cyprus,,,57.0,6633.0,Andrew Robertson,3-4-3,Balázs Berke,Match Report,,14.0,4.0,,0,0,Scotland
5,2023-10-12,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,2,es Spain,,,26.0,45623.0,Andrew Robertson,5-4-1,Serdar Gözübüyük,Match Report,,4.0,1.0,,0,0,Scotland
6,2023-11-16,21:00,UEFA Euro Qualifying,Group stage,Thu,Away,D,2,2,ge Georgia,,,64.0,44595.0,John McGinn,4-3-3,Aleksandar Stavrev,Match Report,,16.0,5.0,,0,0,Scotland
7,2023-11-19,19:45,UEFA Euro Qualifying,Group stage,Sun,Home,D,3,3,no Norway,,,50.0,48138.0,John McGinn,4-2-3-1,Horațiu Fesnic,Match Report,,9.0,2.0,,1,1,Scotland
12,2024-06-14,21:00,UEFA Euro,Group stage,Fri,Away,L,1,5,de Germany,0.0,2.1,28.0,65052.0,Andrew Robertson,5-4-1,Clément Turpin,Match Report,,1.0,0.0,12.2,0,0,Scotland
13,2024-06-19,21:00,UEFA Euro,Group stage,Wed,Home,D,1,1,ch Switzerland,0.7,1.1,48.0,42711.0,Andrew Robertson,3-4-1-2,Ivan Kružliak,Match Report,,12.0,3.0,15.4,0,0,Scotland
14,2024-06-23,21:00,UEFA Euro,Group stage,Sun,Home,L,0,1,hu Hungary,0.2,1.2,57.0,54000.0,Andrew Robertson,3-4-3,Facundo Tello,Match Report,,4.0,0.0,19.3,0,0,Scotland
0,2022-06-08,19:45,UEFA Nations League,League B,Wed,Home,W,2,0,am Armenia,,,71.0,38627.0,Andrew Robertson,3-4-3,Sebastian Gishamer,Match Report,,27.0,6.0,,0,0,Scotland
1,2022-06-11,17:00,UEFA Nations League,League B,Sat,Away,L,0,3,ie Rep. of Ireland,,,57.0,46927.0,Andrew Robertson,3-4-3,Marco Di Bello,Match Report,,9.0,2.0,,0,0,Scotland
2,2022-06-14,20:00,UEFA Nations League,League B,Tue,Away,W,4,1,am Armenia,,,70.0,13500.0,John McGinn,3-4-3,Nikola Dabanović,Match Report,,14.0,7.0,,0,0,Scotland
3,2022-09-21,19:45,UEFA Nations League,League B,Wed,Home,W,3,0,ua Ukraine,,,49.0,42846.0,John McGinn,5-4-1,Maurizio Mariani,Match Report,,24.0,8.0,,0,0,Scotland
4,2022-09-24,19:45,UEFA Nations League,League B,Sat,Home,W,2,1,ie Rep. of Ireland,,,61.0,48853.0,John McGinn,4-2-3-1,Sandro Schärer,Match Report,,14.0,3.0,,1,1,Scotland
5,2022-09-27,21:45,UEFA Nations League,League B,Tue,Away,D,0,0,ua Ukraine,,,46.0,13534.0,John McGinn,5-4-1,Anastasios Sidiropoulos,Match Report,,8.0,1.0,,0,0,Scotland
0,2021-03-25,19:45,WCQ,First round,Thu,Home,D,2,2,at Austria,,,40.0,,Andrew Robertson,4-3-3,Carlos del Cerro,Match Report,,13.0,4.0,,0,0,Scotland
1,2021-03-28,21:45,WCQ,First round,Sun,Away,D,1,1,il Israel,,,45.0,5000.0,Andrew Robertson,4-3-3,Deniz Aytekin,Match Report,,13.0,3.0,,0,0,Scotland
2,2021-03-31,19:45,WCQ,First round,Wed,Home,W,4,0,fo Faroe Islands,,,65.0,,Andrew Robertson,3-5-2,Trustin Farrugia Cann,Match Report,,12.0,6.0,,0,0,Scotland
3,2021-09-01,20:45,WCQ,First round,Wed,Away,L,0,2,dk Denmark,,,39.0,34562.0,Andrew Robertson,3-5-2,Ovidiu Hațegan,Match Report,,5.0,2.0,,0,0,Scotland
4,2021-09-04,19:45,WCQ,First round,Sat,Home,W,1,0,md Moldova,,,54.0,40869.0,Andrew Robertson,3-4-1-2,Lawrence Visser,Match Report,,16.0,7.0,,0,0,Scotland
5,2021-09-07,20:45,WCQ,First round,Tue,Away,W,1,0,at Austria,,,35.0,18800.0,Andrew Robertson,3-4-1-2,Georgi Kabakov,Match Report,,8.0,3.0,,1,1,Scotland
6,2021-10-09,17:00,WCQ,First round,Sat,Home,W,3,2,il Israel,,,55.0,50585.0,Andrew Robertson,3-5-2,Szymon Marciniak,Match Report,,17.0,9.0,,0,1,Scotland
7,2021-10-12,19:45,WCQ,First round,Tue,Away,W,1,0,fo Faroe Islands,,,68.0,4233.0,Andrew Robertson,3-4-1-2,Matej Jug,Match Report,,19.0,5.0,,0,0,Scotland
8,2021-11-12,19:00,WCQ,First round,Fri,Away,W,2,0,md Moldova,,,55.0,3642.0,Andrew Robertson,3-4-3,Srđan Jovanović,Match Report,,16.0,8.0,,0,0,Scotland
9,2021-11-15,19:45,WCQ,First round,Mon,Home,W,2,0,dk Denmark,,,41.0,,Andrew Robertson,3-4-3,Alejandro Hernández,Match Report,,9.0,5.0,,0,0,Scotland
12,2022-06-01,19:45,WCQ,Semi-finals,Wed,Home,L,1,3,ua Ukraine,,,42.0,49772.0,Andrew Robertson,4-3-3,Danny Makkelie,Match Report,,14.0,4.0,,0,0,Scotland
0,2019-03-21,21:00,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,3,kz Kazakhstan,,,59.0,27641.0,Callum McGregor,4-3-3,Srđan Jovanović,Match Report,,10.0,2.0,,0,0,Scotland
1,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,sm San Marino,,,77.0,4077.0,Andrew Robertson,4-2-2-2,Manuel Schüttengruber,Match Report,,21.0,6.0,,0,0,Scotland
2,2019-06-08,19:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,cy Cyprus,,,53.0,31277.0,Andrew Robertson,4-3-2-1,Ola Nilsen,Match Report,,16.0,6.0,,0,0,Scotland
3,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,3,be Belgium,,,29.0,32482.0,Charlie Mulgrew,4-2-3-1,Petr Ardeleánu,Match Report,,4.0,2.0,,0,0,Scotland
4,2019-09-06,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,1,2,ru Russia,,,46.0,32432.0,Andrew Robertson,4-3-3,Anastasios Sidiropoulos,Match Report,,14.0,5.0,,0,0,Scotland
5,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,0,4,be Belgium,,,48.0,25524.0,Andrew Robertson,4-3-3,Paweł Gil,Match Report,,10.0,3.0,,0,0,Scotland
6,2019-10-10,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,4,ru Russia,,,36.0,55703.0,Andrew Robertson,4-2-3-1,Jakob Kehlet,Match Report,,4.0,2.0,,0,0,Scotland
7,2019-10-13,17:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,6,0,sm San Marino,,,75.0,20699.0,Andrew Robertson,4-2-3-1,Jérôme Brisard,Match Report,,31.0,13.0,,0,0,Scotland
8,2019-11-16,16:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,1,cy Cyprus,,,42.0,7595.0,Steven Naismith,4-4-1-1,Harald Lechner,Match Report,,8.0,4.0,,0,0,Scotland
9,2019-11-19,19:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,1,kz Kazakhstan,,,62.0,19515.0,Steven Naismith,4-2-3-1,Bas Nijhuis,Match Report,,22.0,9.0,,0,0,Scotland
10,2020-10-08,19:45,UEFA Euro Qualifying,Semi-finals,Thu,Home,D,0 (5),0 (3),il Israel,,,42.0,,Andrew Robertson,3-4-1-2,Ovidiu Hațegan,Match Report,Scotland won on penalty kicks following extra time,17.0,1.0,,0,0,Scotland
11,2020-11-12,20:45,UEFA Euro Qualifying,Finals,Thu,Away,D,1 (5),1 (4),rs Serbia,,,42.0,,Andrew Robertson,3-4-1-2,Antonio Matéu Lahoz,Match Report,Scotland won on penalty kicks following extra time,10.0,4.0,,0,0,Scotland
14,2021-06-14,14:00,UEFA Euro,Group stage,Mon,Neutral,L,0,2,cz Czechia,1.9,1.1,57.0,9847.0,Andrew Robertson,3-5-2,Daniel Siebert,Match Report,,19.0,4.0,15.7,0,0,Scotland
15,2021-06-18,20:00,UEFA Euro,Group stage,Fri,Neutral,D,0,0,eng England,0.6,1.4,40.0,20306.0,Andrew Robertson,3-4-1-2,Antonio Matéu Lahoz,Match Report,,11.0,1.0,18.2,0,0,Scotland
16,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,L,1,3,hr Croatia,1.4,1.0,34.0,9896.0,Andrew Robertson,3-5-2,Fernando Rapallini,Match Report,,11.0,3.0,16.2,0,0,Scotland
0,2023-03-25,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3.0,0.0,no Norway,,,63.0,29214.0,Álvaro Morata,4-3-3,Benoît Bastien,Match Report,,13.0,7.0,,0,0,Spain
1,2023-03-28,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0.0,2.0,sct Scotland,,,75.0,47976.0,Rodri,4-3-3,Sandro Schärer,Match Report,,8.0,3.0,,0,0,Spain
2,2023-09-08,20:00,UEFA Euro Qualifying,Group stage,Fri,Away,W,7.0,1.0,ge Georgia,,,72.0,51694.0,Álvaro Morata,4-3-3,Daniel Siebert,Match Report,,33.0,12.0,,0,0,Spain
3,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6.0,0.0,cy Cyprus,,,81.0,17311.0,Álvaro Morata,4-3-3,Simone Sozza,Match Report,,28.0,12.0,,0,0,Spain
4,2023-10-12,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2.0,0.0,sct Scotland,,,74.0,45623.0,Álvaro Morata,4-3-3,Serdar Gözübüyük,Match Report,,18.0,5.0,,0,0,Spain
5,2023-10-15,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,1.0,0.0,no Norway,,,67.0,25885.0,Álvaro Morata,4-3-3,Tobias Stieler,Match Report,,13.0,2.0,,0,0,Spain
6,2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,W,3.0,1.0,cy Cyprus,,,77.0,9667.0,Jesús Navas,4-3-3,Mykola Balakin,Match Report,,14.0,5.0,,0,0,Spain
7,2023-11-19,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,3.0,1.0,ge Georgia,,,76.0,24146.0,Álvaro Morata,4-3-3,Ovidiu Hațegan,Match Report,,20.0,9.0,,0,0,Spain
12,2024-06-15,18:00,UEFA Euro,Group stage,Sat,Home,W,3.0,0.0,hr Croatia,2.0,2.1,46.0,68844.0,Álvaro Morata,4-3-3,Michael Oliver,Match Report,,11.0,5.0,15.7,0,0,Spain
13,2024-06-20,21:00,UEFA Euro,Group stage,Thu,Home,W,1.0,0.0,it Italy,2.0,0.2,57.0,49528.0,Álvaro Morata,4-3-3,Slavko Vinčič,Match Report,,20.0,8.0,18.3,0,0,Spain
14,2024-06-24,21:00,UEFA Euro,Group stage,Mon,Away,W,1.0,0.0,al Albania,1.5,0.5,58.0,46586.0,Jesús Navas,4-3-3,Glenn Nyberg,Match Report,,16.0,3.0,17.6,0,0,Spain
0,2022-06-02,20:45,UEFA Nations League,League A,Thu,Home,D,1,1,pt Portugal,,,61.0,41236.0,Sergio Busquets,4-3-3,Michael Oliver,Match Report,,11.0,2.0,,0,0,Spain
1,2022-06-05,20:45,UEFA Nations League,League A,Sun,Away,D,2,2,cz Czechia,,,80.0,18245.0,Koke,4-3-3,François Letexier,Match Report,,13.0,5.0,,0,0,Spain
2,2022-06-09,20:45,UEFA Nations League,League A,Thu,Away,W,1,0,ch Switzerland,,,66.0,25875.0,Sergio Busquets,4-3-3,Serdar Gözübüyük,Match Report,,7.0,3.0,,0,0,Spain
3,2022-06-12,20:45,UEFA Nations League,League A,Sun,Home,W,2,0,cz Czechia,,,76.0,30389.0,Koke,4-3-3,Cüneyt Çakιr,Match Report,,9.0,4.0,,0,0,Spain
4,2022-09-24,20:45,UEFA Nations League,League A,Sat,Home,L,1,2,ch Switzerland,,,75.0,31089.0,Sergio Busquets,4-3-3,Clément Turpin,Match Report,,8.0,4.0,,0,0,Spain
5,2022-09-27,19:45,UEFA Nations League,League A,Tue,Away,W,1,0,pt Portugal,,,68.0,28196.0,Koke,4-3-3,Daniele Orsato,Match Report,,10.0,5.0,,0,0,Spain
6,2023-06-15,20:45,UEFA Nations League,Semi-finals,Thu,Neutral,W,2,1,it Italy,,,62.0,24558.0,Jordi Alba,4-2-3-1,Slavko Vinčič,Match Report,,19.0,7.0,,0,0,Spain
7,2023-06-18,20:45,UEFA Nations League,Final,Sun,Neutral,D,0 (5),0 (4),hr Croatia,,,54.0,41110.0,Jordi Alba,4-2-3-1,Felix Zwayer,Match Report,Spain won on penalty kicks following extra time,21.0,2.0,,0,0,Spain
0,2021-03-25,20:45,WCQ,First round,Thu,Home,D,1,1,gr Greece,,,80.0,,Sergio Ramos,4-3-3,Marco Guida,Match Report,,9.0,2.0,,0,0,Spain
1,2021-03-28,20:00,WCQ,First round,Sun,Away,W,2,1,ge Georgia,,,79.0,,Sergio Busquets,4-3-3,Radu Petrescu,Match Report,,9.0,3.0,,0,0,Spain
2,2021-03-31,20:45,WCQ,First round,Wed,Home,W,3,1,xk Kosovo,,,81.0,,Sergio Busquets,4-3-3,Jakob Kehlet,Match Report,,24.0,11.0,,0,0,Spain
3,2021-09-02,20:45,WCQ,First round,Thu,Away,L,1,2,se Sweden,,,75.0,16901.0,Sergio Busquets,4-3-3,Anthony Taylor,Match Report,,12.0,4.0,,0,0,Spain
4,2021-09-05,20:45,WCQ,First round,Sun,Home,W,4,0,ge Georgia,,,75.0,8444.0,César Azpilicueta,4-3-3,Tiago Martins,Match Report,,14.0,8.0,,0,0,Spain
5,2021-09-08,20:45,WCQ,First round,Wed,Away,W,2,0,xk Kosovo,,,73.0,1200.0,Sergio Busquets,4-3-3,Bobby Madden,Match Report,,19.0,4.0,,0,0,Spain
6,2021-11-11,21:45,WCQ,First round,Thu,Away,W,1,0,gr Greece,,,73.0,7825.0,Koke,4-3-3,Szymon Marciniak,Match Report,,12.0,3.0,,1,1,Spain
7,2021-11-14,20:45,WCQ,First round,Sun,Home,W,1,0,se Sweden,,,72.0,51844.0,Sergio Busquets,4-3-3,Felix Brych,Match Report,,12.0,4.0,,0,0,Spain
10,2022-11-23,19:00,World Cup,Group stage,Wed,Neutral,W,7,0,cr Costa Rica,3.5,0.0,81.0,40013.0,Sergio Busquets,4-3-3,Mohammed Abdulla Hassan,Match Report,,16.0,7.0,17.3,1,1,Spain
11,2022-11-27,22:00,World Cup,Group stage,Sun,Neutral,D,1,1,de Germany,0.6,1.3,64.0,68895.0,Sergio Busquets,4-3-3,Danny Makkelie,Match Report,,7.0,3.0,20.5,0,0,Spain
12,2022-12-01,22:00,World Cup,Group stage,Thu,Neutral,L,1,2,jp Japan,1.0,1.4,82.0,44851.0,Sergio Busquets,4-3-3,Victor Gomes,Match Report,,12.0,5.0,20.5,0,0,Spain
13,2022-12-06,18:00,World Cup,Round of 16,Tue,Neutral,D,0 (0),0 (3),ma Morocco,1.0,0.7,76.0,44667.0,Sergio Busquets,4-3-3,Fernando Rapallini,Match Report,Morocco won on penalty kicks following extra time,13.0,1.0,16.2,0,0,Spain
0,2019-03-23,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,no Norway,,,75.0,39752.0,Sergio Ramos,4-3-3,Andris Treimanis,Match Report,,26.0,11.0,,1,1,Spain
1,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,2,0,mt Malta,,,84.0,16542.0,Sergio Ramos,4-3-3,Andrew Dallas,Match Report,,24.0,7.0,,0,0,Spain
2,2019-06-07,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,1,fo Faroe Islands,,,77.0,3226.0,Sergio Ramos,4-3-3,Enea Jorgji,Match Report,,22.0,12.0,,0,0,Spain
3,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,se Sweden,,,74.0,72205.0,Sergio Ramos,4-3-3,William Collum,Match Report,,23.0,7.0,,2,2,Spain
4,2019-09-05,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2,1,ro Romania,,,74.0,50024.0,Sergio Ramos,4-3-3,Deniz Aytekin,Match Report,,21.0,10.0,,1,1,Spain
5,2019-09-08,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,4,0,fo Faroe Islands,,,71.0,23644.0,Sergio Ramos,4-3-3,Krzysztof Jakubik,Match Report,,30.0,9.0,,0,0,Spain
6,2019-10-12,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,1,1,no Norway,,,62.0,25200.0,Sergio Ramos,4-3-3,Michael Oliver,Match Report,,12.0,3.0,,0,0,Spain
7,2019-10-15,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,1,1,se Sweden,,,75.0,49712.0,Raúl Albiol,4-4-2◆,Clément Turpin,Match Report,,15.0,6.0,,0,0,Spain
8,2019-11-15,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,7,0,mt Malta,,,80.0,19773.0,Sergio Ramos,4-3-3,Viktor Kassai,Match Report,,32.0,15.0,,0,0,Spain
9,2019-11-18,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,5,0,ro Romania,,,74.0,36198.0,Sergio Ramos,4-3-3,Aliaksei Kulbakou,Match Report,,21.0,6.0,,0,0,Spain
12,2021-06-14,21:00,UEFA Euro,Group stage,Mon,Neutral,D,0,0,se Sweden,2.3,1.2,84.0,10559.0,Jordi Alba,4-3-3,Slavko Vinčič,Match Report,,17.0,5.0,17.6,0,0,Spain
13,2021-06-19,21:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,pl Poland,2.9,1.3,76.0,11742.0,Jordi Alba,4-3-3,Daniele Orsato,Match Report,,11.0,5.0,17.2,0,1,Spain
14,2021-06-23,18:00,UEFA Euro,Group stage,Wed,Neutral,W,5,0,sk Slovakia,3.4,0.1,65.0,11204.0,Sergio Busquets,4-3-3,Björn Kuipers,Match Report,,18.0,8.0,14.7,0,1,Spain
15,2021-06-28,18:00,UEFA Euro,Round of 16,Mon,Neutral,W,5,3,hr Croatia,3.6,3.2,66.0,22771.0,Sergio Busquets,4-3-3,Cüneyt Çakιr,Match Report,Required Extra Time,23.0,10.0,15.2,0,0,Spain
16,2021-07-02,19:00,UEFA Euro,Quarter-finals,Fri,Away,D,1 (3),1 (1),ch Switzerland,2.9,0.8,72.0,24764.0,Sergio Busquets,4-3-3,Michael Oliver,Match Report,Spain won on penalty kicks following extra time,28.0,10.0,14.7,0,0,Spain
17,2021-07-06,20:00,UEFA Euro,Semi-finals,Tue,Away,D,1 (2),1 (4),it Italy,1.5,0.8,69.0,57811.0,Sergio Busquets,4-3-3,Felix Brych,Match Report,Italy won on penalty kicks following extra time,16.0,4.0,20.8,0,0,Spain
0,2020-09-03,20:45,UEFA Nations League,League A,Thu,Away,D,1,1,de Germany,,,59.0,,Sergio Ramos,4-3-3,Daniele Orsato,Match Report,,12.0,5.0,,0,0,Spain
1,2020-09-06,20:45,UEFA Nations League,League A,Sun,Home,W,4,0,ua Ukraine,,,70.0,,Sergio Ramos,4-4-2,Benoît Bastien,Match Report,,25.0,10.0,,1,1,Spain
2,2020-10-10,20:45,UEFA Nations League,League A,Sat,Home,W,1,0,ch Switzerland,,,60.0,,Sergio Ramos,4-3-3,Ali Palabıyık,Match Report,,12.0,2.0,,0,0,Spain
3,2020-10-13,21:45,UEFA Nations League,League A,Tue,Away,L,0,1,ua Ukraine,,,72.0,10495.0,Sergio Ramos,4-3-3,Paweł Gil,Match Report,,21.0,8.0,,0,0,Spain
4,2020-11-14,20:45,UEFA Nations League,League A,Sat,Away,D,1,1,ch Switzerland,,,71.0,,Sergio Ramos,4-2-3-1,William Collum,Match Report,,20.0,7.0,,0,2,Spain
5,2020-11-17,20:45,UEFA Nations League,League A,Tue,Home,W,6,0,de Germany,,,70.0,,Sergio Ramos,4-2-3-1,Andreas Ekberg,Match Report,,23.0,10.0,,0,0,Spain
6,2021-10-06,20:45,UEFA Nations League,Semi-finals,Wed,Neutral,W,2,1,it Italy,,,75.0,33524.0,Sergio Busquets,4-3-3,Sergey Karasev,Match Report,,0.0,0.0,,0,0,Spain
7,2021-10-10,20:45,UEFA Nations League,Final,Sun,Neutral,L,1,2,fr France,,,64.0,31511.0,Sergio Busquets,4-3-3,Anthony Taylor,Match Report,,0.0,0.0,,0,0,Spain
0,2023-03-23,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,L,1.0,2.0,eng England,,,58.0,44536.0,Marco Verratti,4-3-3,Srđan Jovanović,Match Report,,10.0,1.0,,0,0,Italy
1,2023-03-26,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2.0,0.0,mt Malta,,,69.0,16015.0,Gianluigi Donnarumma,4-3-3,Georgi Kabakov,Match Report,,17.0,6.0,,0,0,Italy
2,2023-09-09,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,1.0,1.0,mk N. Macedonia,,,73.0,28126.0,Ciro Immobile,4-3-3,François Letexier,Match Report,,9.0,3.0,,0,0,Italy
3,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2.0,1.0,ua Ukraine,,,64.0,58386.0,Gianluigi Donnarumma,4-3-3,Alejandro Hernández,Match Report,,22.0,5.0,,0,0,Italy
4,2023-10-14,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,4.0,0.0,mt Malta,,,67.0,56186.0,Gianluigi Donnarumma,4-3-3,Duje Strukan,Match Report,,18.0,4.0,,0,0,Italy
5,2023-10-17,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,1.0,3.0,eng England,,,49.0,83194.0,Gianluigi Donnarumma,4-3-3,Clément Turpin,Match Report,,15.0,4.0,,0,0,Italy
6,2023-11-17,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,5.0,2.0,mk N. Macedonia,,,64.0,56364.0,Gianluigi Donnarumma,4-3-3,Felix Zwayer,Match Report,,20.0,11.0,,0,1,Italy
7,2023-11-20,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,0.0,0.0,ua Ukraine,,,59.0,26403.0,Gianluigi Donnarumma,4-3-3,Jesús Gil,Match Report,,17.0,2.0,,0,0,Italy
12,2024-06-15,21:00,UEFA Euro,Group stage,Sat,Home,W,2.0,1.0,al Albania,1.5,0.5,68.0,60512.0,Gianluigi Donnarumma,4-3-3,Felix Zwayer,Match Report,,17.0,5.0,14.7,0,0,Italy
13,2024-06-20,21:00,UEFA Euro,Group stage,Thu,Away,L,0.0,1.0,es Spain,0.2,2.0,43.0,49528.0,Gianluigi Donnarumma,4-3-3,Slavko Vinčič,Match Report,,4.0,1.0,17.7,0,0,Italy
14,2024-06-24,21:00,UEFA Euro,Group stage,Mon,Away,D,1.0,1.0,hr Croatia,0.9,1.0,54.0,38322.0,Gianluigi Donnarumma,3-1-4-2,Danny Makkelie,Match Report,,12.0,3.0,15.2,0,0,Italy
0,2022-06-04,20:45,UEFA Nations League,League A,Sat,Home,D,1,1,de Germany,,,33.0,23754.0,Alessandro Florenzi,4-3-3,Srdjan Stojanovic,Match Report,,11.0,2.0,,0,0,Italy
1,2022-06-07,20:45,UEFA Nations League,League A,Tue,Home,W,2,1,hu Hungary,,,56.0,14942.0,Gianluigi Donnarumma,4-3-3,Sandro Schärer,Match Report,,17.0,6.0,,0,0,Italy
2,2022-06-11,19:45,UEFA Nations League,League A,Sat,Away,D,0,0,eng England,,,41.0,1782.0,Gianluigi Donnarumma,4-3-3,Szymon Marciniak,Match Report,,8.0,3.0,,0,0,Italy
3,2022-06-14,20:45,UEFA Nations League,League A,Tue,Away,L,2,5,de Germany,,,35.0,44144.0,Gianluigi Donnarumma,4-3-3,István Kovács,Match Report,,14.0,6.0,,0,0,Italy
4,2022-09-23,20:45,UEFA Nations League,League A,Fri,Home,W,1,0,eng England,,,44.0,50640.0,Leonardo Bonucci,3-5-2,Jesús Gil,Match Report,,10.0,3.0,,0,0,Italy
5,2022-09-26,20:45,UEFA Nations League,League A,Mon,Away,W,2,0,hu Hungary,,,47.0,57300.0,Leonardo Bonucci,,Benoît Bastien,Match Report,,11.0,3.0,,0,0,Italy
6,2023-06-15,20:45,UEFA Nations League,Semi-finals,Thu,Neutral,L,1,2,es Spain,,,38.0,24558.0,Leonardo Bonucci,3-5-2,Slavko Vinčič,Match Report,,8.0,3.0,,1,1,Italy
7,2023-06-18,15:00,UEFA Nations League,Third-place match,Sun,Neutral,W,3,2,nl Netherlands,,,40.0,21292.0,Gianluigi Donnarumma,4-3-3,Glenn Nyberg,Match Report,,13.0,3.0,,0,0,Italy
0,2021-03-25,20:45,WCQ,First round,Thu,Home,W,2,0,nir Northern Ireland,,,66.0,,Giorgio Chiellini,4-3-3,Ali Palabıyık,Match Report,,12.0,5.0,,0,0,Italy
1,2021-03-28,21:45,WCQ,First round,Sun,Away,W,2,0,bg Bulgaria,,,68.0,,Leonardo Bonucci,4-3-3,Slavko Vinčič,Match Report,,22.0,6.0,,1,1,Italy
2,2021-03-31,21:45,WCQ,First round,Wed,Away,W,2,0,lt Lithuania,,,66.0,,Ciro Immobile,4-3-3,Paweł Raczkowski,Match Report,,29.0,11.0,,1,1,Italy
3,2021-09-02,20:45,WCQ,First round,Thu,Home,D,1,1,bg Bulgaria,,,79.0,14366.0,Leonardo Bonucci,4-3-3,Serdar Gözübüyük,Match Report,,27.0,8.0,,0,0,Italy
4,2021-09-05,20:45,WCQ,First round,Sun,Away,D,0,0,ch Switzerland,,,52.0,31500.0,Giorgio Chiellini,4-3-3,Carlos del Cerro,Match Report,,10.0,7.0,,0,1,Italy
5,2021-09-08,20:45,WCQ,First round,Wed,Home,W,5,0,lt Lithuania,,,72.0,10578.0,Jorginho,4-3-3,Craig Pawson,Match Report,,21.0,5.0,,0,0,Italy
6,2021-11-12,20:45,WCQ,First round,Fri,Home,D,1,1,ch Switzerland,,,64.0,45699.0,Leonardo Bonucci,4-3-3,Anthony Taylor,Match Report,,11.0,4.0,,0,1,Italy
7,2021-11-15,19:45,WCQ,First round,Mon,Away,D,0,0,nir Northern Ireland,,,71.0,,Leonardo Bonucci,4-3-3,István Kovács,Match Report,,12.0,6.0,,0,0,Italy
8,2022-03-24,20:45,WCQ,Semi-finals,Thu,Home,L,0,1,mk N. Macedonia,,,66.0,34129.0,Ciro Immobile,4-3-3,Clément Turpin,Match Report,,32.0,5.0,,0,0,Italy
0,2019-03-23,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,0,fi Finland,,,58.0,24000.0,Giorgio Chiellini,4-3-3,Orel Grinfeeld,Match Report,,11.0,3.0,,0,0,Italy
1,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6,0,li Liechtenstein,,,78.0,19834.0,Leonardo Bonucci,4-3-3,Kirill Levnikov,Match Report,,41.0,12.0,,2,2,Italy
2,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,gr Greece,,,70.0,19828.0,Giorgio Chiellini,4-3-3,Anthony Taylor,Match Report,,16.0,10.0,,0,0,Italy
3,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,1,ba Bosnia & Herz'na,,,65.0,29100.0,Giorgio Chiellini,4-3-3,Javier Estrada,Match Report,,17.0,8.0,,0,0,Italy
